Grupo,CasoResumidoChatGPT,EsMinera,EsIlegal,EsInformal,Pueblos,Minas,Compañía minera,Completo,PrimeraFecha_min,UltimaFecha_max,GrupoID,Departamento,Tipo_estandarizado,Caso,Actores,Actores primarios,Actores secundarios,Actores terciarios,caso_id,n_meses,n_filas_panel,numero_reporte_min,numero_reporte_max,es_socioambiental,menciona_mineria,ubicacion,fuente_resumen,caso_estandarizado
Caso_472,"Representantes de los centros poblados de Carhuayoc y Pichiu Quinuaragra, Frente de Defensa del distrito de San Marcos y colectivo de jóvenes distrital demandan la firma de un convenio marco con la Compañía Minera Antamina para acordar la responsabilidad social de la empresa y el incremento de beneficiarios del programa de becas de capacitación y puestos de trabajo",Sí,No,No,"Distrito de San Marcos, provincia de Huari, departamento de Áncash",['Antamina'],['Antamina'],1,2021-08-31,2023-10-31,Caso_472,ÁNCASH,SOCIOAMBIENTAL,"Representantes de los centros poblados de Carhuayoc y Pichiu Quinuaragra, Frente de Defensa del distrito de San Marcos y colectivo de jóvenes distrital demandan la firma de un convenio marco con la Compañía Minera Antamina para acordar la responsabilidad social de la empresa y el incremento de beneficiarios del programa de becas de capacitación y puestos de trabajo",,"Centro Poblado Carhuayoc, Centro Poblado Pichiu Quinuaragra, Frente de Defensa del Distrito de San MArcos, Colectivo de jóvenes del distrito de San Marcos, Compañía Minera Antamina S.A","Municipalidad Distrital de San Marcos, Oficina de Gestión Social y Diálogo (OGGS-MINEM), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM), Prefectura Regional de Áncash","Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM), Prefectura Regional de Áncash, Defensoría del Pueblo",472,27,27,210,236,1,1,"Distrito de San Marcos, provincia de Huari, departamento de Áncash",extractivo_caso (no ChatGPT),representantes centros poblados carhuayoc pichiu quinuaragra frente defensa distrito san marcos colectivo jovenes distrital demandan firma convenio marco compania minera antamina para acordar responsabilidad social empresa incremento beneficiarios programa becas capacitacion puestos trabajo
Caso_473,"La comunidad campesina de Aquia demanda la instalación de una mesa de diálogo con la participación de representantes del Estado y la Compañía Minera Antamina, para el tratamiento de sus demandas relacionadas a los permisos de uso de su territorio para la instalación de un mineroducto y otras instalaciones por parte de la Compañía Minera Antamina y los posibles impactos ambientales que estos generarían en su comunidad",Sí,No,No,"Distrito de Aquia, provincia de Bolognesi, departamento de Áncash",['Antamina'],['Antamina'],1,2021-11-30,2026-06-30,Caso_473,ÁNCASH,SOCIOAMBIENTAL,"La comunidad campesina de Aquia demanda la instalación de una mesa de diálogo con la participación de representantes del Estado y la Compañía Minera Antamina, para el tratamiento de sus demandas relacionadas a los permisos de uso de su territorio para la instalación de un mineroducto y otras instalaciones por parte de la Compañía Minera Antamina y los posibles impactos ambientales que estos generarían en su comunidad",,"Comunidad campesina de Aquia, Compañía Minera Antamina S.A","Asociación de Municipalidades de Centros Poblados de Huari, Junta Vecinal de Puerto Huarmey, Federación de Estudiantes de la Universidad Nacional Santiago Antúnez de Mayolo","Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM), Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Cultura (MINCUL), Prefectura Regional de Áncash, Municipalidad Provincial de Bolognesi, Defensoría del Pueblo",473,49,49,213,268,1,1,"Distrito de Aquia, provincia de Bolognesi, departamento de Áncash",extractivo_caso (no ChatGPT),comunidad campesina aquia demanda instalacion mesa dialogo participacion representantes estado compania minera antamina para tratamiento sus demandas relacionadas permisos uso su territorio para instalacion mineroducto otras instalaciones parte compania minera antamina posibles impactos ambientales estos generarian su comunidad
Caso_429,Ciudadanos reclaman contra la paralización de la ejecución del Colegio de Alto Rendimiento de Áncash (COAR) ubicado en el distrito de Cátac por la demora en el pago tanto a los trabajadores como a los proveedores participantes en la ejecución del referido colegio,Sí,No,No,"Distrito de Cátac, provincia de Recuay, región Áncash",['Antamina'],['Antamina'],1,2023-04-30,2024-09-30,Caso_429,ÁNCASH,GOBIERNO REGIONAL,Ciudadanos reclaman contra la paralización de la ejecución del Colegio de Alto Rendimiento de Áncash (COAR) ubicado en el distrito de Cátac por la demora en el pago tanto a los trabajadores como a los proveedores participantes en la ejecución del referido colegio,,"Comunidad Campesina de Cátac, Constructora SICE, Compañía Minera Antamina S.A., Programa Nacional de Infraestructura Educativa (Pronied), Gobierno Regional de Áncash, Colegio de Alto Rendimiento (COAR) Áncash","Ministerio de Energía y Minas, Municipalidad Provincial de Recuay, Municipalidad Distrital de Cátac, Frente de Defensa de los Intereses de Recuay",Defensoría del Pueblo,429,18,18,230,247,0,1,"Distrito de Cátac, provincia de Recuay, región Áncash",extractivo_caso (no ChatGPT),ciudadanos reclaman contra paralizacion ejecucion colegio alto rendimiento ancash coar ubicado distrito catac demora pago tanto trabajadores como proveedores participantes ejecucion referido colegio
Caso_484,Representantes de la Comunidad Campesina de Santa Cruz de Pichiu reclaman por un presunto incumplimiento de compromisos de la empresa Compañía Minera Antamina S.A,Sí,No,No,"Comunidad campesina Santa Cruz de Pichiu, distritos de San Marcos, Chavín de Huántar, Huachis, San Pedro de Yaná, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2025-05-31,2025-06-30,Caso_484,ÁNCASH,SOCIOAMBIENTAL,Representantes de la Comunidad Campesina de Santa Cruz de Pichiu reclaman por un presunto incumplimiento de compromisos de la empresa Compañía Minera Antamina S.A,,"Comunidad campesina Santa Cruz de Pichiu, Compañía Minera Antamina S.A","Prefectura Regional de Áncash, Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)","Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Defensoría del Pueblo",484,2,2,255,256,1,1,"Comunidad campesina Santa Cruz de Pichiu, distritos de San Marcos, Chavín de Huántar, Huachis, San Pedro de Yaná, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),representantes comunidad campesina santa cruz pichiu reclaman presunto incumplimiento compromisos empresa compania minera antamina s
Caso_487,"La población de la comunidad campesina de Huaripampa exige a la Compañía Minera Antamina el reconocimiento de la afectación territorial de 184 ha. que, según afirman, son de su propiedad, así como la reparación integral y justa de los daños causados",Sí,No,No,"Distrito de San Marcos, provincia de Huari, departamento de Áncash",['Antamina'],['Antamina'],1,2025-09-30,2026-05-31,Caso_487,ÁNCASH,SOCIOAMBIENTAL,"La población de la comunidad campesina de Huaripampa exige a la Compañía Minera Antamina el reconocimiento de la afectación territorial de 184 ha. que, según afirman, son de su propiedad, así como la reparación integral y justa de los daños causados",,"Comunidad campesina de Huaripampa, Compañía Minera Antamina S.A",Ministerio de Energía y Minas (MINEM),"Ministerio del Interior (MININTER), Defensoría del Pueblo",487,3,3,259,267,1,1,"Distrito de San Marcos, provincia de Huari, departamento de Áncash",extractivo_caso (no ChatGPT),poblacion comunidad campesina huaripampa exige compania minera antamina reconocimiento afectacion territorial 184 ha segun afirman son su propiedad asi como reparacion integral justa danos causados
Caso_328,"Los pobladores exigen la reestructuración del directorio del Comité de Fideicomiso que administra el fondo proporcionado por la explotación minera Las Bambas. Además, solicitan que la explotación se realice responsablemente",Sí,No,No,"Distritos de Tambobamba y Chalhuacho, provincia de Cotabambas","['Las Bambas', 'Antapaccay']","['Las Bambas', 'Antapaccay']",1,2009-01-31,2009-06-30,Caso_328,ÁNCASH,SOCIOAMBIENTAL,"Los pobladores exigen la reestructuración del directorio del Comité de Fideicomiso que administra el fondo proporcionado por la explotación minera Las Bambas. Además, solicitan que la explotación se realice responsablemente","Federación Provincial de Campesinos de Cotabambas y Grau, Consejo Directivo del Fideicomiso, Proinversión y Xstrata",,,,328,3,3,59,64,1,1,"Distritos de Tambobamba y Chalhuacho, provincia de Cotabambas",extractivo_caso (no ChatGPT),pobladores exigen reestructuracion directorio comite fideicomiso administra fondo proporcionado explotacion minera bambas ademas solicitan explotacion realice responsablemente
Caso_279,"En el 2003, la Minera Barrick Misquichilca S.A. interpuso recurso de apelación ante el Tribunal Fiscal contra las Resoluciones de Intendencia Nº 0150140000157, emitidas por la SUNAT –que declara fundado en parte el reclamo contra las Resoluciones de Determinación Nº 012-03-0002334, 012-03-0002335 y 012-02-0007442– y las Resoluciones de Intendencia Nº 012-4-10574/SUNAT y 012-4-10576/SUNAT sobre el pago de impuesto a l",Sí,No,No,"espera una nueva resolución del Tribunal Fiscal que dé solución al conflicto. El 14 de julio, el Comité de Lucha realizó una movilización en Huaraz con poco impacto",['Pierina'],['Barrick'],1,2005-09-30,2007-03-31,Caso_279,ÁNCASH,,"En el 2003, la Minera Barrick Misquichilca S.A. interpuso recurso de apelación ante el Tribunal Fiscal contra las Resoluciones de Intendencia Nº 0150140000157, emitidas por la SUNAT –que declara fundado en parte el reclamo contra las Resoluciones de Determinación Nº 012-03-0002334, 012-03-0002335 y 012-02-0007442– y las Resoluciones de Intendencia Nº 012-4-10574/SUNAT y 012-4-10576/SUNAT sobre el pago de impuesto a la renta. El 21 de septiembre de 2004, mediante Resolución Nº 07112-1-2004, el Tribunal Fiscal declaró fundado en parte el recurso de apelación interpuesto por la Minera Barrick S.A, resolución que no fue apelada por la SUNAT por no contar con autorización del MEF. El Alcalde Provincial de Huaraz y representantes de algunas organizaciones sociales, reunidos en el “Comité Regiona","Minera Barrick Misquichilca S.A., SUNAT, Comité de Lucha",,,,279,17,17,19,37,0,1,"espera una nueva resolución del Tribunal Fiscal que dé solución al conflicto. El 14 de julio, el Comité de Lucha realizó una movilización en Huaraz con poco impacto",extractivo_caso (no ChatGPT),2003 minera barrick misquichilca s interpuso recurso apelacion ante tribunal fiscal contra resoluciones intendencia no 0150140000157 emitidas sunat declara fundado parte reclamo contra resoluciones determinacion no 012 03 0002334 012 03 0002335 012 02 0007442 resoluciones intendencia no 012 4 10574 sunat 012 4 10576 sunat sobre pago impuesto renta 21 septiembre 2004 mediante resolucion no 07112 1 2004 tribunal fiscal declaro fundado parte recurso apelacion interpuesto minera barrick s resolucion no fue apelada sunat no contar autorizacion mef alcalde provincial huaraz representantes algunas organizaciones sociales reunidos comite regiona
Caso_282,"En el 2003, la Minera Barrick Misquichilca S.A. interpuso recurso de apelación ante el Tribunal Fiscal contra las Resoluciones de Intendencia Nº 0150140000157, emitidas por la SUNAT –que declara fundado en parte el reclamo contra las Resoluciones de Determinación Nº 012-03-0002334, 012-03-0002335 y 012-02-0007442– y las Resoluciones de Intendencia Nº 012-4-10574/SUNAT y 012-4-10576/SUNAT sobre el pago de impuesto a l",Sí,No,No,,['Pierina'],['Barrick'],1,2006-06-30,2006-06-30,Caso_282,ÁNCASH,,"En el 2003, la Minera Barrick Misquichilca S.A. interpuso recurso de apelación ante el Tribunal Fiscal contra las Resoluciones de Intendencia Nº 0150140000157, emitidas por la SUNAT –que declara fundado en parte el reclamo contra las Resoluciones de Determinación Nº 012-03-0002334, 012-03-0002335 y 012-02-0007442– y las Resoluciones de Intendencia Nº 012-4-10574/SUNAT y 012-4-10576/SUNAT sobre el pago de impuesto a la renta. El 21 de septiembre de 2004, mediante Resolución Nº 07112-1-2004, el Tribunal Fiscal declaró fundado en parte el recurso de apelación interpuesto por la Minera Barrick S.A, resolución que no fue apelada por la SUNAT por no contar con autorización del MEF. 6 ANR: Asamblea Nacional de Rectores. CC: Comunidad Campesina. CGR: Contraloría General de la República. CN: Comuni","Minera Barrick Misquichilca S.A., SUNAT, Comité de Lucha",,,,282,1,1,28,28,0,1,,extractivo_caso (no ChatGPT),2003 minera barrick misquichilca s interpuso recurso apelacion ante tribunal fiscal contra resoluciones intendencia no 0150140000157 emitidas sunat declara fundado parte reclamo contra resoluciones determinacion no 012 03 0002334 012 03 0002335 012 02 0007442 resoluciones intendencia no 012 4 10574 sunat 012 4 10576 sunat sobre pago impuesto renta 21 septiembre 2004 mediante resolucion no 07112 1 2004 tribunal fiscal declaro fundado parte recurso apelacion interpuesto minera barrick s resolucion no fue apelada sunat no contar autorizacion mef 6 anr asamblea nacional rectores cc comunidad campesina cgr contraloria general republica cn comuni
Caso_286,"Además, debía fijar su posición frente a los reclamos de la población en torno a la contaminación que originan algunas compañías mineras en especial la pequeña minería y la minería artesanal las que en un 80% son informales, siendo las más contaminantes.",Sí,No,Sí,,['Pierina'],['Barrick'],1,2007-01-31,2007-01-31,Caso_286,ÁNCASH,,"Además, debía fijar su posición frente a los reclamos de la población en torno a la contaminación que originan algunas compañías mineras en especial la pequeña minería y la minería artesanal las que en un 80% son informales, siendo las más contaminantes. Se ha anunciado que de no lograr el apoyo del Gobierno Regional, se iniciará un paro el día 30 de enero","Minera Barrick Misquichilca S.A., SUNAT, Comité de Lucha",,,,286,1,1,35,35,0,1,,extractivo_caso (no ChatGPT),ademas debia fijar su posicion frente reclamos poblacion torno contaminacion originan algunas companias mineras especial pequena mineria mineria artesanal 80 son informales siendo mas contaminantes ha anunciado no lograr apoyo gobierno regional iniciara paro dia 30 enero
Caso_295,Conflicto por reclamos de los pobladores ante posible contaminación que causaría la exploración en el cerro Condorhuain,Sí,No,No,,['Pierina'],['Barrick'],1,2007-04-30,2008-03-31,Caso_295,ÁNCASH,,Conflicto por reclamos de los pobladores ante posible contaminación que causaría la exploración en el cerro Condorhuain,"Minera Barrick Misquichilca S.A., SUNAT, Comité de Lucha",,,,295,12,12,38,49,0,1,,extractivo_caso (no ChatGPT),conflicto reclamos pobladores ante posible contaminacion causaria exploracion cerro condorhuain
Caso_296,"Además, debía fijar su posición frente a los reclamos de la población en torno a la contaminación que originan algunas compañías mineras en especial la pequeña minería y la minería artesanal las que en un 80% son informales, siendo las más contaminantes.",Sí,No,Sí,,['Pierina'],['Barrick'],0,2007-04-30,2007-04-30,Caso_296,ÁNCASH,,"Además, debía fijar su posición frente a los reclamos de la población en torno a la contaminación que originan algunas compañías mineras en especial la pequeña minería y la minería artesanal las que en un 80% son informales, siendo las más contaminantes. Se ha anunciado que de no lograr el apoyo del Gobierno Regional, se iniciará un paro el día 30 de enero. El día 05 de Marzo de 2007 el Presidente Regional de Ancash acompañado de una delegación de personas que reclaman la paralización del proyecto de exploración en el cerro “Condorhuain” se reunieron con el Ministro de Energía y Minas, Arq. Juan Valdivia, quien les manifestó que a consecuencia de un recurso de apelación presentado en contra de la Resolución que autoriza la exploración en esta zona, se ha impuesto la medida cautelar de paralización de dichos trabajos hasta que se resuelva la apelación presentada. El día 29 de marzo de 2007 el Consejo de Minería ha programado la vista de la causa de este procedimiento administrativo. Últimos acontecimientos. En la plataforma del paro regional se consideró como demanda la no explotación del cerro Condorhuain. Durante el mismo se dio el enfrentamiento entre la población de la zona baja del cerro y la comunidad de la zona alta por la explotación minera en esta zona. Por otro lado, la población demanda la suspensión de la construcción de la carretera que la empresa Barrick Misquichilca está realizando, considerando que existe una medida cautelar que paraliza las labores mineras",,,,,296,1,1,38,38,0,1,,extractivo_caso (no ChatGPT),ademas debia fijar su posicion frente reclamos poblacion torno contaminacion originan algunas companias mineras especial pequena mineria mineria artesanal 80 son informales siendo mas contaminantes ha anunciado no lograr apoyo gobierno regional iniciara paro dia 30 enero dia 05 marzo 2007 presidente regional ancash acompanado delegacion personas reclaman paralizacion proyecto exploracion cerro condorhuain reunieron ministro energia minas arq juan valdivia quien les manifesto consecuencia recurso apelacion presentado contra resolucion autoriza exploracion esta zona ha impuesto medida cautelar paralizacion dichos trabajos hasta resuelva apelacion presentada dia 29 marzo 2007 consejo mineria ha programado vista causa este procedimiento administrativo ultimos acontecimientos plataforma paro regional considero como demanda no explotacion cerro condorhuain durante mismo dio enfrentamiento entre poblacion zona baja cerro comunidad zona alta explotacion minera esta zona otro lado poblacion demanda suspension construccion carretera empresa barrick misquichilca esta realizando considerando existe medida cautelar paraliza labores mineras
Caso_302,"Además, debía fijar su posición frente a los reclamos de la población en torno a la contaminación que originan algunas compañías mineras en especial la pequeña minería y la minería artesanal las que en un 80% son informales, siendo las más contaminantes.",Sí,No,Sí,,['Pierina'],['Barrick'],0,2007-05-31,2007-06-30,Caso_302,ÁNCASH,,"Además, debía fijar su posición frente a los reclamos de la población en torno a la contaminación que originan algunas compañías mineras en especial la pequeña minería y la minería artesanal las que en un 80% son informales, siendo las más contaminantes. Se ha anunciado que de no lograr el apoyo del Gobierno Regional, se iniciará un paro el día 30 de enero. El día 05 de Marzo de 2007 el Presidente Regional de Ancash acompañado de una delegación de personas que reclaman la paralización del proyecto de exploración en el cerro “Condorhuain” se reunieron con el Ministro de Energía y Minas, Arq. Juan Valdivia, quien les manifestó que a consecuencia de un recurso de apelación presentado en contra de la Resolución que autoriza la exploración en esta zona, se ha impuesto la medida cautelar de paralización de dichos trabajos hasta que se resuelva la apelación presentada. El día 29 de marzo de 2007 el Consejo de Minería ha programado la vista de la causa de este procedimiento administrativo. En la plataforma del paro regional se consideró como demanda la no explotación del cerro Condorhuain. Durante el mismo se dio el enfrentamiento entre la población de la zona baja del cerro y la comunidad de la zona alta por la explotación minera en esta zona. Por otro lado, la población demanda la suspensión de la construcción de la carretera que la empresa Barrick Misquichilca está realizando, considerando que existe una medida cautelar que paraliza las labores mineras. El día 23 de abril de 2007, el Consejo de Minería emitió la Resolución Nº 168-2007-MEM-CM, declarando infundado el recurso de reconsideración presentada contra la Resolución que aprueba el EIA de Barrick para la exploración del cerro condorhuain. Este hecho provocó que el día 05 de Mayo el FREDEVIDA emitiera un pronunciamiento donde se informa a la población huaracina que esta organización acudirá a la vía jurisdiccional, a través de un proceso contencioso administrativo para lograr que se anule esta concesión de exploración del cerro condorhuain. El día 17 de Mayo Mínera Barrick Misquichilca realizó una conferencia de prensa en la ciudad de Huaraz, en la cual presentó informes según los cuales en la zona de exploración se ha reubicado el único “ojo de agua” que se encontraba cerca a una plataforma de perforación por lo que no se ha de afectar estos afloramientos. Últimos acontecimientos. El Frente de Defensa de los Intereses del Pueblo de Huaraz, ha convocado a una paralización regional los días 11 y 12 de julio, en contra de la exploración del cerro Condorhuain",,,,,302,2,2,39,40,0,1,,extractivo_caso (no ChatGPT),ademas debia fijar su posicion frente reclamos poblacion torno contaminacion originan algunas companias mineras especial pequena mineria mineria artesanal 80 son informales siendo mas contaminantes ha anunciado no lograr apoyo gobierno regional iniciara paro dia 30 enero dia 05 marzo 2007 presidente regional ancash acompanado delegacion personas reclaman paralizacion proyecto exploracion cerro condorhuain reunieron ministro energia minas arq juan valdivia quien les manifesto consecuencia recurso apelacion presentado contra resolucion autoriza exploracion esta zona ha impuesto medida cautelar paralizacion dichos trabajos hasta resuelva apelacion presentada dia 29 marzo 2007 consejo mineria ha programado vista causa este procedimiento administrativo plataforma paro regional considero como demanda no explotacion cerro condorhuain durante mismo dio enfrentamiento entre poblacion zona baja cerro comunidad zona alta explotacion minera esta zona otro lado poblacion demanda suspension construccion carretera empresa barrick misquichilca esta realizando considerando existe medida cautelar paraliza labores mineras dia 23 abril 2007 consejo mineria emitio resolucion no 168 2007 mem cm declarando infundado recurso reconsideracion presentada contra resolucion aprueba eia barrick para exploracion cerro condorhuain este hecho provoco dia 05 mayo fredevida emitiera pronunciamiento donde informa poblacion huaracina esta organizacion acudira via jurisdiccional traves proceso contencioso administrativo para lograr anule esta concesion exploracion cerro condorhuain dia 17 mayo minera barrick misquichilca realizo conferencia prensa ciudad huaraz cual presento informes segun cuales zona exploracion ha reubicado unico ojo agua encontraba cerca plataforma perforacion lo no ha afectar estos afloramientos ultimos acontecimientos frente defensa intereses pueblo huaraz ha convocado paralizacion regional dias 11 12 julio contra exploracion cerro condorhuain
